Date,Ticker,Volatility_Category,Open,High,Low,Close,Volume
2025-01-10 00:00:00-05:00,TSLA,High Volatility,391.3999938964844,399.2799987792969,377.2900085449219,394.739990234375,62287300
2025-01-13 00:00:00-05:00,TSLA,High Volatility,383.2099914550781,403.7900085449219,380.07000732421875,403.30999755859375,67580500
2025-01-14 00:00:00-05:00,TSLA,High Volatility,414.3399963378906,422.6400146484375,394.5400085449219,396.3599853515625,84565000
2025-01-15 00:00:00-05:00,TSLA,High Volatility,409.8999938964844,429.79998779296875,405.6600036621094,428.2200012207031,81375500
2025-01-16 00:00:00-05:00,TSLA,High Volatility,423.489990234375,424.0,409.1300048828125,413.82000732421875,68335200
2025-01-17 00:00:00-05:00,TSLA,High Volatility,421.5,439.739990234375,419.75,426.5,94991400
2025-01-21 00:00:00-05:00,TSLA,High Volatility,432.6400146484375,433.20001220703125,406.30999755859375,424.07000732421875,87320900
2025-01-22 00:00:00-05:00,TSLA,High Volatility,416.80999755859375,428.0,414.5899963378906,415.1099853515625,60963300
2025-01-23 00:00:00-05:00,TSLA,High Volatility,416.05999755859375,420.7300109863281,408.95001220703125,412.3800048828125,50690600
2025-01-24 00:00:00-05:00,TSLA,High Volatility,414.45001220703125,418.8800048828125,405.7799987792969,406.5799865722656,56427100
2025-01-27 00:00:00-05:00,TSLA,High Volatility,394.79998779296875,406.69000244140625,389.0,397.1499938964844,58125500
2025-01-28 00:00:00-05:00,TSLA,High Volatility,396.9100036621094,400.5899963378906,386.5,398.0899963378906,48910700
2025-01-29 00:00:00-05:00,TSLA,High Volatility,395.2099914550781,398.5899963378906,384.4800109863281,389.1000061035156,68033600
2025-01-30 00:00:00-05:00,TSLA,High Volatility,410.7799987792969,412.5,384.4100036621094,400.2799987792969,98092900
2025-01-31 00:00:00-05:00,TSLA,High Volatility,401.5299987792969,419.989990234375,401.3399963378906,404.6000061035156,83283600
2025-02-03 00:00:00-05:00,TSLA,High Volatility,386.67999267578125,389.1700134277344,374.3599853515625,383.67999267578125,93732100
2025-02-04 00:00:00-05:00,TSLA,High Volatility,382.6300048828125,394.0,381.3999938964844,392.2099914550781,57072200
2025-02-05 00:00:00-05:00,TSLA,High Volatility,387.510009765625,388.3900146484375,375.5299987792969,378.1700134277344,57223300
2025-02-06 00:00:00-05:00,TSLA,High Volatility,373.0299987792969,375.3999938964844,363.17999267578125,374.32000732421875,77918200
2025-02-07 00:00:00-05:00,TSLA,High Volatility,370.19000244140625,380.54998779296875,360.3399963378906,361.6199951171875,70298300
2025-02-10 00:00:00-05:00,TSLA,High Volatility,356.2099914550781,362.70001220703125,350.510009765625,350.7300109863281,77514900
2025-02-11 00:00:00-05:00,TSLA,High Volatility,345.79998779296875,349.3699951171875,325.1000061035156,328.5,118543400
2025-02-12 00:00:00-05:00,TSLA,High Volatility,329.94000244140625,346.3999938964844,329.1199951171875,336.510009765625,105382700
2025-02-13 00:00:00-05:00,TSLA,High Volatility,345.0,358.69000244140625,342.8500061035156,355.94000244140625,89441500
2025-02-14 00:00:00-05:00,TSLA,High Volatility,360.6199951171875,362.0,347.5,355.8399963378906,68277300
2025-02-18 00:00:00-05:00,TSLA,High Volatility,355.010009765625,359.1000061035156,350.0199890136719,354.1099853515625,51631700
2025-02-19 00:00:00-05:00,TSLA,High Volatility,354.0,367.3399963378906,353.6700134277344,360.55999755859375,67094400
2025-02-20 00:00:00-05:00,TSLA,High Volatility,361.510009765625,362.29998779296875,348.0,354.3999938964844,45965400
2025-02-21 00:00:00-05:00,TSLA,High Volatility,353.44000244140625,354.9800109863281,334.4200134277344,337.79998779296875,74058600
2025-02-24 00:00:00-05:00,TSLA,High Volatility,338.1400146484375,342.3999938964844,324.70001220703125,330.5299987792969,76052300
2025-02-25 00:00:00-05:00,TSLA,High Volatility,327.0199890136719,328.8900146484375,297.25,302.79998779296875,134228800
2025-02-26 00:00:00-05:00,TSLA,High Volatility,303.7099914550781,309.0,288.0400085449219,290.79998779296875,100118300
2025-02-27 00:00:00-05:00,TSLA,High Volatility,291.1600036621094,297.2300109863281,280.8800048828125,281.95001220703125,101748200
2025-02-28 00:00:00-05:00,TSLA,High Volatility,279.5,293.8800048828125,273.6000061035156,292.9800109863281,115697000
2025-03-03 00:00:00-05:00,TSLA,High Volatility,300.3399963378906,303.94000244140625,277.29998779296875,284.6499938964844,115551400
2025-03-04 00:00:00-05:00,TSLA,High Volatility,270.92999267578125,284.3500061035156,261.8399963378906,272.0400085449219,126706600
2025-03-05 00:00:00-05:00,TSLA,High Volatility,272.9200134277344,279.54998779296875,267.7099914550781,279.1000061035156,94042900
2025-03-06 00:00:00-05:00,TSLA,High Volatility,272.05999755859375,272.6499938964844,260.0199890136719,263.45001220703125,98451600
2025-03-07 00:00:00-05:00,TSLA,High Volatility,259.32000732421875,266.25,250.72999572753906,262.6700134277344,102369600
2025-03-10 00:00:00-04:00,TSLA,High Volatility,252.5399932861328,253.3699951171875,220.0,222.14999389648438,189076900
2025-03-11 00:00:00-04:00,TSLA,High Volatility,225.30999755859375,237.05999755859375,217.02000427246094,230.5800018310547,174896400
2025-03-12 00:00:00-04:00,TSLA,High Volatility,247.22000122070312,251.83999633789062,241.10000610351562,248.08999633789062,142215700
2025-03-13 00:00:00-04:00,TSLA,High Volatility,248.1300048828125,248.2899932861328,232.60000610351562,240.67999267578125,114813500
2025-03-14 00:00:00-04:00,TSLA,High Volatility,247.30999755859375,251.5800018310547,240.72999572753906,249.97999572753906,100242300
2025-03-17 00:00:00-04:00,TSLA,High Volatility,245.05999755859375,245.39999389648438,232.8000030517578,238.00999450683594,111900600
2025-03-18 00:00:00-04:00,TSLA,High Volatility,228.16000366210938,230.10000610351562,222.27999877929688,225.30999755859375,111477600
2025-03-19 00:00:00-04:00,TSLA,High Volatility,231.61000061035156,241.41000366210938,229.1999969482422,235.86000061035156,111993800
2025-03-20 00:00:00-04:00,TSLA,High Volatility,233.35000610351562,238.0,230.0500030517578,236.25999450683594,99028300
2025-03-21 00:00:00-04:00,TSLA,High Volatility,234.99000549316406,249.52000427246094,234.5500030517578,248.7100067138672,132728700
2025-03-24 00:00:00-04:00,TSLA,High Volatility,258.0799865722656,278.6400146484375,256.3299865722656,278.3900146484375,169079900
2025-03-25 00:00:00-04:00,TSLA,High Volatility,283.6000061035156,288.20001220703125,271.2799987792969,288.1400146484375,150361500
2025-03-26 00:00:00-04:00,TSLA,High Volatility,282.6600036621094,284.8999938964844,266.510009765625,272.05999755859375,153629800
2025-03-27 00:00:00-04:00,TSLA,High Volatility,272.4800109863281,291.8500061035156,271.82000732421875,273.1300048828125,162572100
